iter	RMSE
652	0.08586056548
653	0.08585822644
654	0.08584787475
655	0.08578385061
656	0.08576729663
657	0.08574191764
658	0.08573773167
659	0.08567474831
660	0.08567006177
661	0.08560973464
662	0.0856090862
663	0.08554929308
664	0.08554774418
665	0.08553527781
666	0.08539984462
667	0.08535086458
668	0.08530922795
669	0.08525005916
670	0.08522570798
671	0.08522496871
672	0.08516512876
673	0.08512789253
674	0.08511368035
675	0.08502293264
676	0.08501710764
677	0.08498248193
678	0.08491955503
679	0.08491224964
680	0.08484922214
681	0.08479286849
682	0.08476612362
683	0.08473056074
684	0.08469020983
685	0.08456701981
686	0.08453056588
687	0.0844266353
688	0.08442009007
689	0.08437328986
690	0.08435284731
691	0.08432170384
692	0.08429428238
693	0.08422543957
694	0.0842011895
695	0.08417495343
696	0.08409153816
697	0.08401885106
698	0.08399458582
699	0.08398471139
700	0.08397331528
701	0.08393780142
702	0.08390256859
703	0.08384818654
704	0.08384044995
705	0.08380451839
706	0.08375301581
707	0.08373236784
708	0.08366465389
709	0.08366423217
710	0.08362002622
711	0.08358883575
712	0.08356652055
713	0.08354208631
714	0.08348677689
715	0.08347939898
716	0.08343378537
717	0.08343333464
718	0.08340362084
719	0.08339064782
720	0.08335735817
721	0.08335692218
722	0.08334800578
723	0.08332380665
724	0.08324176584
725	0.08322255768
726	0.08320909732
727	0.08309507689
728	0.08307969669
729	0.08306717028
730	0.08304791514
731	0.08302383196
732	0.08292179974
733	0.08291422885
734	0.08283050318
735	0.08280002608
736	0.08279951561
737	0.08278588896
738	0.08268850601
739	0.08258459046
740	0.08255646186
741	0.082555768
742	0.08249191208
743	0.08249152221
744	0.08248768555
745	0.08244414214
746	0.08239926087
747	0.08230678857
748	0.08228921521
749	0.08228616539
750	0.08227430136
751	0.08223095464
752	0.08223041609
753	0.08220287738
754	0.08219041767
755	0.08218996624
756	0.08217487961
757	0.08211528461
758	0.08210247187
759	0.08204274559
760	0.08199918334
761	0.08199871669
762	0.08189112017
763	0.08189049626
764	0.08171691445
765	0.0815855646
766	0.08157606613
767	0.08155713294
768	0.08149745274
769	0.08144540126
770	0.08143102788
771	0.08137538107
772	0.08135736046
773	0.08135692158
774	0.08130681513
775	0.08126752118
776	0.0812302347
777	0.0812223562
778	0.08120621986
779	0.08120208422
780	0.08114917361
781	0.08110802977
782	0.08109504713
783	0.08105258967
784	0.08103713587
785	0.0809332064
786	0.08093287915
787	0.0809255607
788	0.08091774655
789	0.08090681971
790	0.08086562861
791	0.08086374683
792	0.08082258204
793	0.08073043431
794	0.0807299139
795	0.08071269604
796	0.08068018741
797	0.08064871761
798	0.0806475128
799	0.08062165714
800	0.08060116641
801	0.08058711567
802	0.08057437666
803	0.0805178695
804	0.08049594767
805	0.08042585753
806	0.08040939172
807	0.08034445907
808	0.08034345062
809	0.0802798557
810	0.08026915343
811	0.08023851687
812	0.0802069327
813	0.08019876172
814	0.08018047173
815	0.08016487552
816	0.08014830791
817	0.08014743849
818	0.08014695343
819	0.08009509862
820	0.07998078277
821	0.0798955138
822	0.07989498187
823	0.07987895709
824	0.07987593499
825	0.07983285071
826	0.07977565154
827	0.07972372122
828	0.0795794998
829	0.07957519553
830	0.07955506516
831	0.07952431666
832	0.07948621473
833	0.07943526975
834	0.07942308649
835	0.079309508
836	0.07928145127
837	0.07928049068
838	0.07924925296
839	0.07921974122
840	0.07920832123
841	0.07914104599
842	0.0790931176
843	0.07908026988
844	0.07896406115
845	0.07889746536
846	0.07887111224
847	0.07879788287
848	0.07871315146
849	0.07868682179
850	0.07868646252
851	0.07867574773
852	0.07865525018
853	0.07865258138
854	0.07862741491
855	0.07862063496
856	0.07862011739
857	0.07859191841
858	0.07857286594
859	0.07851625188
860	0.0785022584
861	0.07850031372
862	0.07849145313
863	0.07846642352
864	0.07838685973
865	0.07834793247
866	0.0782865088
867	0.07825351724
868	0.07815832771
869	0.07814197516
870	0.07812941284
871	0.07807610475
872	0.07798100494
873	0.07797319918
874	0.07795951885
875	0.07795919604
876	0.07792057086
877	0.07788137428
878	0.07788105968
879	0.07780341033
880	0.07770618344
881	0.07770589462
882	0.07769167728
883	0.0776478194
884	0.07762487708
885	0.07761554768
886	0.07756187946
887	0.07746197269
888	0.07744870667
889	0.07743441595
890	0.07742215503
891	0.07732784695
892	0.07728091866
893	0.07725505698
894	0.07724545621
895	0.07723304203
896	0.07721874256
897	0.07712924254
898	0.07704436128
899	0.07692428121
900	0.07691798539
901	0.07691651621
902	0.07691622198
903	0.07687350488
904	0.07683644226
905	0.07682684226
906	0.07680389723
907	0.07680255711
908	0.07677173528
909	0.07674746444
910	0.07674633182
911	0.07673669633
912	0.0767358046
913	0.07672666857
914	0.07671972445
915	0.0767180479
916	0.07669284148
917	0.07666133548
918	0.07665127011
919	0.07664254285
920	0.07664226672
921	0.07660204779
922	0.07655648644
923	0.07652362114
924	0.07649859702
925	0.07647375679
926	0.07646867985
927	0.07646762905
928	0.07645380443
929	0.07642804962
930	0.07629156017
931	0.07626931294
932	0.07626907647
933	0.07624880491
934	0.07624854448
935	0.07622743463
936	0.07621959824
937	0.0761535015
938	0.07611484501
939	0.07608770515
940	0.07606074493
941	0.07603849993
942	0.07602896035
943	0.07601661075
944	0.07601621355
945	0.07596940074
946	0.07594995685
947	0.07594026299
948	0.07591084448
949	0.07589134728
950	0.0758887976
951	0.07586695207
952	0.07585875132
953	0.07584041275
954	0.07582884653
955	0.075784508
956	0.07576846262
957	0.07575599328
958	0.07560663348
959	0.0755945122
960	0.07555640912
961	0.07554037388
962	0.07541966413
963	0.07527775018
964	0.07525908274
965	0.07524273086
966	0.07522294399
967	0.07520971885
968	0.07519870658
969	0.07518821711
970	0.07512013974
971	0.07510240629
972	0.07508237745
973	0.07496877292
974	0.07496634942
975	0.07493030848
976	0.07486740191
977	0.07485264951
978	0.07485196224
979	0.07483248759
980	0.07478759131
981	0.07478736581
982	0.07478149468
983	0.07478091031
984	0.0747534796
985	0.0747034962
986	0.07466508231
987	0.0746571152
988	0.07465094334
989	0.07461192081
990	0.07453418581
991	0.07453041735
992	0.07450811021
993	0.07450526425
994	0.07450457936
995	0.07449569946
996	0.0744726162
997	0.07439868053
998	0.07437607987
999	0.07436367296
